l1/I l2/I w1/I w2/I z x
13 14 8 3 -700.445972 -0.616992
13 14 8 4 -570.885718 -9.022630
13 14 8 5 -441.473329 -17.418675
13 14 8 6 -312.175240 -25.807304
13 14 8 7 -182.958003 -34.190687
13 14 8 8 -53.788267 -42.570989
13 14 8 9 75.367273 -50.950370
13 14 8 10 204.541914 -59.330990
13 14 8 11 333.768963 -67.715010
13 14 9 0 -1220.872803 16.295330
13 14 9 1 -1090.375880 7.843839
13 14 9 2 -960.163063 -0.589251
13 14 9 3 -830.200005 -9.006166
13 14 9 4 -700.452529 -17.409119
13 14 9 5 -570.886764 -25.800304
13 14 9 6 -441.468988 -34.181905
13 14 9 7 -312.165621 -42.556096
13 14 9 8 -182.943232 -50.925042
13 14 9 9 -53.768455 -59.290905
13 14 9 10 75.392025 -67.655842
13 14 9 11 204.571498 -76.022010
13 14 10 0 -1351.729285 7.889693
13 14 10 1 -1220.905781 -0.563405
13 14 10 2 -1090.401232 -8.995895
13 14 10 3 -960.180989 -17.410014
13 14 10 4 -830.210601 -25.807989
13 14 10 5 -700.455968 -34.192023
13 14 10 6 -570.883175 -42.564307
13 14 10 7 -441.458475 -50.927023
13 14 10 8 -312.148315 -59.282337
13 14 10 9 -182.919237 -67.632413
13 14 10 10 -53.737868 -75.979406
13 14 10 11 75.429101 -84.325468
13 14 11 0 -1482.958384 -0.539878
13 14 11 1 -1351.771425 -8.992275
13 14 11 2 -1220.938623 -17.421853
13 14 11 3 -1090.424987 -25.830867
13 14 11 4 -960.195754 -34.221557
13 14 11 5 -830.216559 -42.596137
13 14 11 6 -700.453251 -50.956807
13 14 11 7 -570.871881 -59.305755
13 14 11 8 -441.438739 -67.645152
13 14 11 9 -312.120236 -75.977164
13 14 11 10 -182.882906 -84.303945
13 14 11 11 -53.693385 -92.627646
14 15 0 0 -70.213611 90.208541
14 15 0 1 -189.820421 82.525534
14 15 0 2 -309.459664 74.840443
14 15 0 3 -429.167798 67.150926
14 15 0 4 -548.981356 59.454638
14 15 0 5 -668.936944 51.749226
14 15 0 6 -789.071333 44.032329
14 15 0 7 -909.421500 36.301572
14 15 0 8 -1030.024634 28.554564
14 15 0 9 -1150.918270 20.788897
14 15 0 10 -1272.140275 13.002136
14 15 0 11 -1393.728870 5.191827
14 15 1 0 49.452091 81.258533
14 15 1 1 -70.153018 73.554939
14 15 1 2 -189.758605 65.851313
14 15 1 3 -309.401088 58.145312
14 15 1 4 -429.116927 50.434585
14 15 1 5 -548.942621 42.716783
14 15 1 6 -668.914796 34.989547
14 15 1 7 -789.070249 27.250505
14 15 1 8 -909.445955 19.497278
14 15 1 9 -1030.079191 11.727463
14 15 1 10 -1151.007533 3.938641
14 15 1 11 -1272.268873 -3.871629
14 15 2 0 169.151463 72.306007
14 15 2 1 49.519396 64.583968
14 15 2 2 -70.081202 56.863961
14 15 2 3 -189.686740 49.143635
14 15 2 4 -309.333638 41.420639
14 15 2 5 -429.058318 33.692622
14 15 2 6 -548.897296 25.957228
14 15 2 7 -668.887219 18.212090
14 15 2 8 -789.064882 10.454834
14 15 2 9 -909.467337 2.683069
14 15 2 10 -1030.131902 -5.105616
14 15 2 11 -1151.096178 -12.913646
14 15 3 0 288.908495 63.349168
14 15 3 1 169.220782 55.610825
14 15 3 2 49.596508 47.876585
14 15 3 3 -70.000761 40.144090
14 15 3 4 -189.607435 32.410988
14 15 3 5 -309.259894 24.674925
14 15 3 6 -428.994571 16.933547
14 15 3 7 -548.847999 9.184490
14 15 3 8 -668.856824 1.425387
14 15 3 9 -789.057906 -6.346147
14 15 3 10 -909.488340 -14.132509
14 15 3 11 -1030.185467 -21.936114
14 15 4 0 408.747262 54.386215
14 15 4 1 288.975169 46.633710
14 15 4 2 169.298534 38.887383
14 15 4 3 49.680870 31.144873
14 15 4 4 -69.914258 23.403822
14 15 4 5 -189.523214 15.661876
14 15 4 6 -309.182387 7.916680
14 15 4 7 -428.928225 0.165873
14 15 4 8 -548.797256 -7.592907
14 15 4 9 -668.826183 -15.362036
14 15 4 10 -789.051908 -23.143904
14 15 4 11 -909.511547 -30.940913
14 15 5 0 528.691929 45.415343
14 15 5 1 408.806640 37.650816
14 15 5 2 289.048910 29.894550
14 15 5 3 169.382165 22.144178
14 15 5 4 49.769914 14.397334
14 15 5 5 -69.824225 6.651664
14 15 5 6 -189.436624 -1.095189
14 15 5 7 -309.103680 -8.845582
14 15 5 8 -428.861837 -16.601875
14 15 5 9 -548.747669 -24.366437
14 15 5 10 -668.797922 -32.141648
14 15 5 11 -789.049518 -39.929899
14 15 6 0 648.766784 36.434733
14 15 6 1 528.739378 28.660331
14 15 6 2 408.871742 20.896276
14 15 6 3 289.127183 13.140194
14 15 6 4 169.469123 5.389715
14 15 6 5 49.861129 -2.357522
14 15 6 6 -69.733185 -10.103872
14 15 6 7 -189.350195 -17.851693
14 15 6 8 -309.026295 -25.603341
14 15 6 9 -428.797964 -33.361179
14 15 6 10 -548.701819 -41.127579
14 15 6 11 -668.774626 -48.904922
14 15 7 0 768.996193 27.442564
14 15 7 1 648.797622 19.660437
14 15 7 2 528.791172 11.890748
14 15 7 3 408.939999 4.131113
14 15 7 4 289.207407 -3.620845
14 15 7 5 169.556881 -11.367490
14 15 7 6 49.951985 -19.111180
14 15 7 7 -69.643666 -26.854272
14 15 7 8 -189.266446 -34.599121
14 15 7 9 -308.952771 -42.348083
14 15 7 10 -428.739163 -50.103525
14 15 7 11 -548.662261 -57.867817
14 15 8 0 889.404730 18.436998
14 15 8 1 769.005784 10.649305
14 15 8 2 648.831480 2.876143
14 15 8 3 528.844792 -4.884884
14 15 8 4 409.008870 -12.636159
14 15 8 5 289.287087 -20.380052
14 15 8 6 169.642928 -28.118923
14 15 8 7 50.039964 -35.855130
14 15 8 8 -69.558188 -43.591026
14 15 8 9 -189.187915 -51.328964
14 15 8 10 -308.885676 -59.071302
14 15 8 11 -428.688014 -66.820405
14 15 9 0 1010.017072 9.416189
14 15 9 1 889.388356 1.625099
14 15 9 2 769.017004 -6.149368
14 15 9 3 648.865775 -13.909618
14 15 9 4 528.897634 -21.658043
14 15 9 5 409.075808 -29.397018
14 15 9 6 289.363671 -37.128909
14 15 9 7 169.724719 -44.856072
14 15 9 8 50.122526 -52.580862
14 15 9 9 -69.479294 -60.305627
14 15 9 10 -189.117170 -68.032721
14 15 9 11 -308.827583 -75.764500
14 15 10 0 1130.858086 0.378277
14 15 10 1 1009.969994 -7.414029
14 15 10 2 889.372220 -15.187622
14 15 10 3 769.027272 -22.944918
14 15 10 4 648.897901 -30.688318
14 15 10 5 528.947155 -38.420204
14 15 10 6 409.138262 -46.142947
14 15 10 7 289.434615 -53.858905
14 15 10 8 169.799711 -61.570432
14 15 10 9 50.197133 -69.279876
14 15 10 10 -69.409551 -76.989584
14 15 10 11 -189.056787 -84.701906
14 15 11 0 1251.952854 -8.678614
14 15 11 1 1130.775533 -16.469942
14 15 11 2 1009.921748 -24.240468
14 15 11 3 889.353724 -31.992621
14 15 11 4 769.033960 -39.728811
14 15 11 5 648.925293 -47.451429
14 15 11 6 528.990776 -55.162849
14 15 11 7 409.193663 -62.865434
14 15 11 8 289.497345 -70.561539
14 15 11 9 169.865339 -78.253509
14 15 11 10 50.261184 -85.943688
14 15 11 11 -69.351570 -93.634419
15 16 0 0 9.199399 84.269103
15 16 0 1 120.680779 75.931214
15 16 0 2 232.191192 67.591154
15 16 0 3 343.757072 59.246946
15 16 0 4 455.404893 50.896609
15 16 0 5 567.161230 42.538156
15 16 0 6 679.052739 34.169593
15 16 0 7 791.106216 25.788917
15 16 0 8 903.348618 17.394110
15 16 0 9 1015.807066 8.983145
15 16 0 10 1128.508874 0.553979
15 16 1 0 -102.242344 75.960442
15 16 1 1 9.231106 67.604088
15 16 1 2 120.707115 59.247542
15 16 1 3 232.212086 50.888825
15 16 1 4 343.772431 42.525958
15 16 1 5 455.414645 34.156953
15 16 1 6 567.165273 25.779821
15 16 1 7 679.050978 17.392563
15 16 1 8 791.098556 8.993171
15 16 1 9 903.334942 0.579625
15 16 1 10 1015.787238 -7.850106
15 16 2 0 -213.709133 67.649914
15 16 2 1 -102.215884 59.277162
15 16 2 2 9.253455 50.906207
15 16 2 3 120.725276 42.535064
15 16 2 4 232.225963 34.161754
15 16 2 5 343.781951 25.784291
15 16 2 6 455.419705 17.400688
15 16 2 7 567.165780 9.008950
15 16 2 8 679.046837 0.607076
15 16 2 9 791.089654 -7.806947
15 16 2 10 903.321149 -16.235138
15 16 3 0 -325.228794 59.335444
15 16 3 1 -213.687993 50.948360
15 16 3 2 -102.197595 42.565066
15 16 3 3 9.268808 34.183576
15 16 3 4 120.737596 25.801907
15 16 3 5 232.235172 17.418074
15 16 3 6 343.787948 9.030089
15 16 3 7 455.422396 0.635964
15 16 3 8 567.165073 -7.766300
15 16 3 9 679.042623 -16.178705
15 16 3 10 791.081810 -24.603264
15 16 4 0 -436.829224 51.014952
15 16 4 1 -325.213073 42.615600
15 16 4 2 -213.673868 34.222038
15 16 4 3 -102.185158 25.832276
15 16 4 4 9.279458 17.444327
15 16 4 5 120.746378 9.056205
15 16 4 6 232.241987 0.665924
15 16 4 7 343.792701 -7.728504
15 16 4 8 455.424997 -16.129072
15 16 4 9 567.165415 -24.537775
15 16 4 10 679.040591 -32.956619
15 16 5 0 -548.538377 42.686354
15 16 5 1 -436.819000 34.276799
15 16 5 2 -325.203190 25.875040
15 16 5 3 -213.664427 17.479080
15 16 5 4 -102.176260 9.086928
15 16 5 5 9.287730 0.696597
15 16 5 6 120.753926 -7.693900
15 16 5 7 232.248714 -16.086550
15 16 5 8 343.798521 -24.483341
15 16 5 9 455.429806 -32.886265
15 16 5 10 567.169104 -41.297320
15 16 6 0 -660.384326 34.347558
15 16 6 1 -548.533746 25.929868
15 16 6 2 -436.813457 17.521983
15 16 6 3 -325.196843 9.121901
15 16 6 4 -213.657379 0.727625
15 16 6 5 -102.168598 -7.662837
15 16 6 6 9.295909 -16.051471
15 16 6 7 120.762525 -24.440265
15 16 6 8 232.257650 -32.831204
15 16 6 9 343.807691 -41.226276
15 16 6 10 455.439109 -49.627472
15 16 7 0 -772.395290 25.996458
15 16 7 1 -660.385397 17.572707
15 16 7 2 -548.532652 9.160774
15 16 7 3 -436.810312 0.758649
15 16 7 4 -325.191753 -7.635671
15 16 7 5 -213.650432 -16.024183
15 16 7 6 -102.159891 -24.408876
15 16 7 7 9.306278 -32.791736
15 16 7 8 120.774474 -41.174748
15 16 7 9 232.271080 -49.559897
15 16 7 10 343.822508 -57.949169
15 16 8 0 -884.599623 17.630942
15 16 8 1 -772.402152 9.203211
15 16 8 2 -660.388841 0.789313
15 16 8 3 -548.532797 -7.612772
15 16 8 4 -436.807269 -16.005052
15 16 8 5 -325.185612 -24.389531
15 16 8 6 -213.641290 -32.768200
15 16 8 7 -102.147846 -41.143048
15 16 8 8 9.321146 -49.516059
15 16 8 9 120.792069 -57.889216
15 16 8 10 232.291315 -66.264499
15 16 9 0 -997.025913 9.248877
15 16 9 1 -884.612406 0.819257
15 16 9 2 -772.410256 -7.594514
15 16 9 3 -660.392394 -15.994466
15 16 9 4 -548.531912 -24.382616
15 16 9 5 -436.802038 -32.760972
15 16 9 6 -325.176132 -41.131532
15 16 9 7 -213.627661 -49.496285
15 16 9 8 -102.130143 -57.857218
15 16 9 9 9.342828 -66.216309
15 16 9 10 120.817650 -74.575540
15 16 10 0 -1109.702965 0.848116
15 16 10 1 -997.044745 -7.581291
15 16 10 2 -884.625294 -15.992833
15 16 10 3 -772.417337 -24.388550
15 16 10 4 -660.393781 -32.770470
15 16 10 5 -548.527702 -41.140607
15 16 10 6 -436.792327 -49.500964
15 16 10 7 -325.161020 -57.853535
15 16 10 8 -213.607221 -66.200306
15 16 10 9 -102.104468 -74.543258
15 16 10 10 9.373665 -82.884368
15 16 11 0 -1222.659797 -7.573503
15 16 11 1 -1109.727946 -16.000582
15 16 11 2 -997.062515 -24.407779
15 16 11 3 -884.635995 -32.797149
15 16 11 4 -772.421086 -41.170728
15 16 11 5 -660.390680 -49.530540
15 16 11 6 -548.517844 -57.878593
15 16 11 7 -436.775813 -66.216886
15 16 11 8 -325.137921 -74.547408
15 16 11 9 -213.577628 -82.872139
15 16 11 10 -102.068448 -91.193056
16 17 0 0 46.700643 87.065049
16 17 0 1 -65.185790 78.723234
16 17 0 2 -177.087470 70.380282
16 17 0 3 -289.029827 62.034297
16 17 0 4 -401.038348 53.683380
16 17 0 5 -513.138555 45.325627
16 17 0 6 -625.356078 36.959127
16 17 0 7 -737.716644 28.581962
16 17 0 8 -850.246106 20.192205
16 17 0 9 -962.970494 11.787916
16 17 0 10 -1075.915969 3.367143
16 17 0 11 -1189.108961 -5.072084
16 17 1 0 158.561002 78.761491
16 17 1 1 46.669248 70.401334
16 17 1 2 -65.212257 62.041943
16 17 1 3 -177.108929 53.681419
16 17 1 4 -289.046212 45.317860
16 17 1 5 -401.049563 36.949365
16 17 1 6 -513.144523 28.574025
16 17 1 7 -625.356707 20.189927
16 17 1 8 -737.711833 11.795149
16 17 1 9 -850.235769 3.387758
16 17 1 10 -962.954495 -5.034188
16 17 1 11 -1075.894227 -13.472646
16 17 2 0 270.458812 70.455153
16 17 2 1 158.535047 62.078633
16 17 2 2 46.647036 53.704790
16 17 2 3 -65.230647 45.331720
16 17 2 4 -177.123424 36.957520
16 17 2 5 -289.056716 28.580288
16 17 2 6 -401.055999 20.198118
16 17 2 7 -513.146798 11.809097
16 17 2 8 -625.354722 3.411312
16 17 2 9 -737.705502 -4.997166
16 17 2 10 -850.224963 -13.418267
16 17 2 11 -962.939134 -21.853941
16 17 3 0 382.420882 62.144044
16 17 3 1 270.438381 53.753141
16 17 3 2 158.517173 45.366830
16 17 3 3 46.631800 36.983204
16 17 3 4 -65.243167 28.600358
16 17 3 5 -177.133133 20.216387
16 17 3 6 -289.063533 11.829388
16 17 3 7 -401.059831 3.437450
16 17 3 8 -513.147549 -4.961338
16 17 3 9 -625.352307 -13.368895
16 17 3 10 -737.699799 -21.787148
16 17 3 11 -850.215892 -30.218034
16 17 4 0 494.474061 53.826173
16 17 4 1 382.406044 45.422861
16 17 4 2 270.424919 37.026066
16 17 4 3 158.505169 28.633872
16 17 4 4 46.621336 20.244372
16 17 4 5 -65.251996 11.855659
16 17 4 6 -177.140243 3.465827
16 17 4 7 -289.068833 -4.927029
16 17 4 8 -401.063225 -13.324820
16 17 4 9 -513.148953 -21.729459
16 17 4 10 -625.351605 -30.142866
16 17 4 11 -737.696913 -38.566970
16 17 5 0 606.645314 45.499537
16 17 5 1 494.464918 37.085796
16 17 5 2 382.397096 28.680500
16 17 5 3 270.416248 20.281726
16 17 5 4 158.496863 11.887562
16 17 5 5 46.613490 3.496099
16 17 5 6 -65.259295 -4.894570
16 17 5 7 -177.146906 -13.286350
16 17 5 8 -289.074763 -21.681149
16 17 5 9 -401.068340 -30.080878
16 17 5 10 -513.153145 -38.487448
16 17 5 11 -625.354795 -46.902783
16 17 6 0 718.961691 37.162127
16 17 6 1 606.641948 28.739941
16 17 6 2 494.460568 20.328129
16 17 6 3 382.391845 11.924765
16 17 6 4 270.410189 3.527929
16 17 6 5 158.490090 -4.864291
16 17 6 6 46.606093 -13.253803
16 17 6 7 -65.267226 -21.642516
16 17 6 8 -177.155276 -30.032332
16 17 6 9 -289.083493 -38.425161
16 17 6 10 -401.077326 -46.822909
16 17 6 11 -513.162309 -55.227493
16 17 7 0 831.450398 28.811926
16 17 7 1 718.964203 20.383280
16 17 7 2 606.642295 11.966945
16 17 7 3 494.458833 3.560983
16 17 7 4 382.388126 -4.836530
16 17 7 5 270.404582 -13.227512
16 17 7 6 158.482686 -21.613875
16 17 7 7 46.596982 -29.997525
16 17 7 8 -65.277950 -38.380369
16 17 7 9 -177.167535 -46.764310
16 17 7 10 -289.097190 -55.151254
16 17 7 11 -401.092384 -63.543109
16 17 8 0 944.138806 20.446901
16 17 8 1 831.458897 12.013791
16 17 8 2 718.969355 3.594928
16 17 8 3 606.644182 -4.811633
16 17 8 4 494.457562 -13.207824
16 17 8 5 382.383790 -21.595570
16 17 8 6 270.397275 -29.976785
16 17 8 7 158.472499 -38.353380
16 17 8 8 46.584007 -46.727259
16 17 8 9 -65.293636 -55.100326
16 17 8 10 -177.185841 -63.474483
16 17 8 11 -289.118039 -71.851633
16 17 9 0 1057.054471 12.065006
16 17 9 1 944.153397 3.629436
16 17 9 2 831.468953 -4.789948
16 17 9 3 718.974962 -13.195102
16 17 9 4 606.645451 -21.587966
16 17 9 5 494.454586 -29.970472
16 17 9 6 382.376667 -38.344538
16 17 9 7 270.386094 -46.712078
16 17 9 8 158.457353 -55.074999
16 17 9 9 46.564971 -63.435202
16 17 9 10 -65.316478 -71.794589
16 17 9 11 -177.212412 -80.155058
16 17 10 0 1170.225145 3.664181
16 17 10 1 1057.075245 -4.771833
16 17 10 2 944.168449 -13.189723
16 17 10 3 831.478370 -21.591455
16 17 10 4 718.978860 -29.978978
16 17 10 5 606.643924 -38.354232
16 17 10 6 494.447734 -46.719141
16 17 10 7 382.364580 -55.075623
16 17 10 8 270.368863 -63.425586
16 17 10 9 158.435051 -71.770933
16 17 10 10 46.537676 -80.113564
16 17 10 11 -65.348688 -88.455374
17 18 0 0 -46.881590 94.011795
17 18 0 1 65.416867 85.675716
17 18 0 2 177.730050 77.338544
17 18 0 3 290.082477 68.998459
17 18 0 4 402.498700 60.653638
17 18 0 5 515.003334 52.302255
17 18 0 6 627.621076 43.942475
17 18 0 7 740.376708 35.572459
17 18 0 8 853.295133 27.190359
17 18 0 9 966.401435 18.794313
17 18 0 10 1079.720790 10.382452
17 18 0 11 1193.278646 1.952886
17 18 1 0 -159.151053 85.714153
17 18 1 1 -46.847843 77.358909
17 18 1 2 65.445522 69.004398
17 18 1 3 177.753540 60.648797
17 18 1 4 290.100727 52.290282
17 18 1 5 402.511637 43.927026
17 18 1 6 515.010881 35.557198
17 18 1 7 627.623140 27.178962
17 18 1 8 740.373193 18.790474
17 18 1 9 853.285969 10.389879
17 18 1 10 966.386481 1.975317
17 18 1 11 1079.699977 -6.455090
17 18 2 0 -271.456563 77.413846
17 18 2 1 -159.122888 69.041337
17 18 2 2 -46.823638 60.671393
17 18 2 3 65.465687 52.302189
17 18 2 4 177.769589 43.931899
17 18 2 5 290.112583 35.558695
17 18 2 6 402.519221 27.180747
17 18 2 7 515.014102 18.796223
17 18 2 8 627.621904 10.403282
17 18 2 9 740.367427 2.000077
17 18 2 10 853.275541 -6.415247
17 18 2 11 966.371321 -14.844558
17 18 3 0 -383.823919 69.108969
17 18 3 1 -271.434044 60.721089
17 18 3 2 -159.103204 52.337616
17 18 3 3 -46.806878 43.956718
17 18 3 4 65.479448 35.576566
17 18 3 5 177.780272 27.195333
17 18 3 6 290.120105 18.811188
17 18 3 7 402.523492 10.422300
17 18 3 8 515.015030 2.026833
17 18 3 9 627.619415 -6.377056
17 18 3 10 740.361396 -14.791214
17 18 3 11 853.265898 -23.217501
17 18 4 0 -496.279001 60.797608
17 18 4 1 -383.807135 52.396253
17 18 4 2 -271.418970 44.001151
17 18 4 3 -159.089938 35.610466
17 18 4 4 -46.795493 27.222365
17 18 4 5 65.488867 18.835016
17 18 4 6 177.787640 10.446591
17 18 4 7 290.125335 2.055259
17 18 4 8 402.526492 -6.340813
17 18 4 9 515.015725 -14.743465
17 18 4 10 627.617687 -23.154537
17 18 4 11 740.357174 -31.575882
17 18 5 0 -608.847735 52.477847
17 18 5 1 -496.268016 44.064914
17 18 5 2 -383.796739 35.660085
17 18 5 3 -271.409271 27.261518
17 18 5 4 -159.081007 18.867376
17 18 5 5 -46.787420 10.475825
17 18 5 6 65.495996 2.085035
17 18 5 7 177.793737 -6.306827
17 18 5 8 290.130312 -14.701590
17 18 5 9 402.530271 -23.101089
17 18 5 10 515.018195 -31.507163
17 18 5 11 627.618777 -39.921655
17 18 6 0 -721.556185 44.147760
17 18 6 1 -608.842649 35.725147
17 18 6 2 -496.262397 27.312495
17 18 6 3 -383.790705 18.907954
17 18 6 4 -271.402890 10.509681
17 18 6 5 -159.074375 2.115840
17 18 6 6 -46.780625 -6.275404
17 18 6 7 65.502867 -14.665881
17 18 6 8 177.800599 -23.057422
17 18 6 9 290.137082 -31.451859
17 18 6 10 402.536849 -39.851024
17 18 6 11 515.024508 -48.256758
17 18 7 0 -834.430528 35.805412
17 18 7 1 -721.557088 27.375024
17 18 7 2 -608.841897 18.956455
17 18 7 3 -496.260116 10.547850
17 18 7 4 -383.786964 2.147359
17 18 7 5 -271.397789 -6.246860
17 18 7 6 -159.068003 -14.636643
17 18 7 7 -46.773069 -23.023823
17 18 7 8 65.511523 -31.410231
17 18 7 9 177.810271 -39.797696
17 18 7 10 290.147678 -48.188048
17 18 7 11 402.548294 -56.583122
17 18 8 0 -947.497091 27.448857
17 18 8 1 -834.437512 19.012603
17 18 8 2 -721.561293 10.590032
17 18 8 3 -608.843460 2.179278
17 18 8 4 -496.259104 -6.221516
17 18 8 5 -383.783481 -14.614196
17 18 8 6 -271.391928 -23.000603
17 18 8 7 -159.059849 -31.382573
17 18 8 8 -46.762704 -39.761935
17 18 8 9 65.524014 -48.140520
17 18 8 10 177.824801 -56.520154
17 18 8 11 290.164173 -64.902668
17 18 9 0 -1060.782397 19.076136
17 18 9 1 -947.510273 10.635934
17 18 9 2 -834.446790 2.211280
17 18 9 3 -721.566812 -6.199702
17 18 9 4 -608.845285 -14.598876
17 18 9 5 -496.257346 -22.988097
17 18 9 6 -383.778233 -31.369209
17 18 9 7 -271.383275 -39.744050
17 18 9 8 -159.047871 -48.114454
17 18 9 9 -46.747489 -56.482248
17 18 9 10 65.542387 -64.849259
17 18 9 11 177.846257 -73.217313
17 18 10 0 -1174.313129 10.685275
17 18 10 1 -1060.801857 2.243055
17 18 10 2 -947.524702 -6.181754
17 18 10 3 -834.456342 -14.591034
17 18 10 4 -721.571553 -22.986660
17 18 10 5 -608.845329 -31.370494
17 18 10 6 -496.252788 -39.744386
17 18 10 7 -383.769158 -48.110177
17 18 10 8 -271.369760 -56.469704
17 18 10 9 -159.030009 -64.824794
17 18 10 10 -46.725349 -73.177275
17 18 10 11 65.568728 -81.528969
17 18 11 0 -1288.116262 2.274282
17 18 11 1 -1174.339016 -6.168018
17 18 11 2 -1060.821579 -14.591040
17 18 11 3 -947.538421 -22.996678
17 18 11 4 -834.464123 -31.386819
17 18 11 5 -721.573514 -39.763330
17 18 11 6 -608.841569 -48.128068
17 18 11 7 -496.243392 -56.482881
17 18 11 8 -383.754200 -64.829607
17 18 11 9 -271.349335 -73.170075
17 18 11 10 -159.004179 -81.506114
17 18 11 11 -46.694191 -89.839542
